full_tag,site_label,sts,wb,emi,raw_parameter,canonical_parameter,parameter_class,channel_group,event_count,source_zip_count,source_csv_count,coverage_start_raw,coverage_end_raw,timestamp_shape,zero_change_count,nonzero_change_count,deadband_estimate,deadband_support,deadband_support_fraction,deadband_relative_mad,deadband_confidence,deadband_lower_anomaly_count,deadband_unresolved_reason,interarrival_p50_s,interarrival_p90_s,interarrival_p99_s,max_gap_s,active_interval_count,active_interarrival_p50_s,active_interarrival_p90_s,active_interarrival_p99_s,max_active_gap_s,max_active_gap_start_ns,max_active_gap_end_ns,flat_or_night_interval_count,flat_interarrival_p50_s,flat_interarrival_p90_s,flat_interarrival_p99_s,observed_heartbeat_candidate_s,heartbeat_support,heartbeat_support_fraction,heartbeat_coefficient_of_variation,heartbeat_confidence,heartbeat_unresolved_reason,configured_max_report_time_status,sibling_events_during_max_active_gap,abs_delta_min,abs_delta_p01,abs_delta_p05,abs_delta_p50,abs_delta_p90,abs_delta_p99,event_count_before_integrity,event_count_after_integrity,exact_duplicate_count,timestamp_conflict_count,order_violation_count
PLTS IKN / STS05 / WB05_EMI02 / MEAS / DNI*cosZ YEARLY ACCUM,PLTS IKN,STS05,WB05,EMI02,DNI*cosZ YEARLY ACCUM,DNIcosZ Yearly Acummulation,irradiance_accumulation,,274,1,1,2026-06-01 07:24:18.087,2026-06-30 14:38:25.113,naive,271,2,,0,0,,unresolved,0,insufficient positive deltas for a supported lower-edge cluster,16.299,37636.6496,82985.6707,100644.469,0,,,,,,,0,,,,,146,0.538745387,0.575009925,unresolved,no stable repeated-value interval cluster,unknown,0,0.277778,0.49722244,1.3750002,11.25,20.0277776,22.0027776,274,274,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / GHI DAILY ACCUM,PLTS IKN,STS05,WB05,EMI02,GHI DAILY ACCUM,GHI Daily Acummulation,irradiance_accumulation,,11610,1,1,2026-06-01 07:24:18.087,2026-06-30 23:57:05.349,naive,258,11351,0.002778,3245,0.285877896,6.0571698e-14,high,0,,69.252,72.752,492.14052,89597.825,0,,,,,,,0,,,,,162,0.627906977,0.577307038,unresolved,no stable repeated-value interval cluster,unknown,0,0.002777,0.002777,0.002777,0.005556,0.016666,0.019445,11610,11610,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / GHI MONTHLY ACCUM,PLTS IKN,STS05,WB05,EMI02,GHI MONTHLY ACCUM,GHI Monthly Acummulation,irradiance_accumulation,,603,1,1,2026-06-01 07:24:18.087,2026-06-30 16:10:00.216,naive,272,330,0.277778,328,0.993939394,3.59999712e-06,high,0,,1291.1835,6084.3402,54708.5203,89597.825,0,,,,,,,0,,,,,148,0.544117647,0.574787494,unresolved,no stable repeated-value interval cluster,unknown,0,0.27777,0.277775,0.277775,0.277778,0.277779,0.277779,603,603,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / GHI YEARLY ACCUM,PLTS IKN,STS05,WB05,EMI02,GHI YEARLY ACCUM,GHI Yearly Acummulation,irradiance_accumulation,,603,1,1,2026-06-01 07:24:18.087,2026-06-30 16:15:56.911,naive,272,330,0.277771,329,0.996969697,3.60008773e-06,high,0,,1254.776,5291.8915,54326.8238,89597.825,0,,,,,,,0,,,,,148,0.544117647,0.574202337,unresolved,no stable repeated-value interval cluster,unknown,0,0.27777,0.27777,0.27777,0.277771,0.277787,0.277802,603,603,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / GLOBAL HORIZONTAL IRRADIANCE (GHI),PLTS IKN,STS05,WB05,EMI02,GLOBAL HORIZONTAL IRRADIANCE (GHI),Global Horizontal Irradiance (GHI),instantaneous_irradiance,GHI,32023,1,1,2026-06-01 07:24:18.087,2026-06-30 18:00:57.558,naive,216,31806,1,7794,0.245048104,0,high,0,,23.12,39.555,99.07874,89597.825,31959,23.12,39.508,95.81572,89597.825,1.78039523e+18,1.78048482e+18,63,10.013,7734.259,23077.5508,,160,0.740740741,0.606412682,unresolved,no stable repeated-value interval cluster,unknown,12,1,1,1,4,87,494.95,32023,32023,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / GLOBAL INCLINED IRRADIANCE (POA),PLTS IKN,STS05,WB05,EMI02,GLOBAL INCLINED IRRADIANCE (POA),Global Inclined Irradiance (POA),instantaneous_irradiance,POA,32510,1,1,2026-06-01 07:24:18.087,2026-06-30 18:01:20.647,naive,215,32294,1,7423,0.229856939,0,high,0,,23.12,32.994,99.00988,89597.825,32446,23.12,32.978,95.731,89597.825,1.78039523e+18,1.78048482e+18,63,10.013,7721.0554,23041.6318,,159,0.739534884,0.600965088,unresolved,no stable repeated-value interval cluster,unknown,12,1,1,1,4,94,531.07,32510,32510,0,0,1
PLTS IKN / STS05 / WB05_EMI02 / MEAS / IN-PLANE REAR-SIDE IRRADIANCE (RSI) 01,PLTS IKN,STS05,WB05,EMI02,IN-PLANE REAR-SIDE IRRADIANCE (RSI) 01,In-Plane Rear-Side Irradiance (RSI) 01,instantaneous_irradiance,RSI,9374,1,1,2026-06-01 07:24:18.087,2026-06-30 16:28:03.064,naive,245,9128,1,5003,0.548093777,0,high,0,,26.416,135.379,926.59416,89597.825,9213,26.416,122.1918,487.92168,64408.67,1.78153397e+18,1.78159838e+18,160,14.954,23775.3535,84115.4128,,144,0.587755102,0.598026184,unresolved,no stable repeated-value interval cluster,unknown,1281,1,1,1,1,9,17,9374,9374,0,0,1
PLTS IKN / STS05 / WB05_EMI02 / MEAS / IN-PLANE REAR-SIDE IRRADIANCE (RSI) 02,PLTS IKN,STS05,WB05,EMI02,IN-PLANE REAR-SIDE IRRADIANCE (RSI) 02,In-Plane Rear-Side Irradiance (RSI) 02,instantaneous_irradiance,RSI,9152,1,1,2026-06-01 07:24:18.087,2026-06-30 16:26:53.766,naive,243,8908,1,4678,0.525145936,0,high,0,,26.401,122.069,1198.5605,89597.825,8980,26.401,118.8845,519.14229,65395.96,1.78153337e+18,1.78159877e+18,171,14.404,22650.973,83159.4772,,145,0.596707819,0.63152853,unresolved,no stable repeated-value interval cluster,unknown,1414,1,1,1,1,9,18,9152,9152,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / IN-PLANE REAR-SIDE IRRADIANCE (RSI) 03,PLTS IKN,STS05,WB05,EMI02,IN-PLANE REAR-SIDE IRRADIANCE (RSI) 03,In-Plane Rear-Side Irradiance (RSI) 03,instantaneous_irradiance,RSI,9514,1,1,2026-06-01 07:24:18.087,2026-06-30 16:28:03.064,naive,249,9264,1,4982,0.537780656,0,high,0,,26.401,121.0852,1095.59596,89597.825,9355,26.401,118.883,518.26686,64788.486,1.78153359e+18,1.78159838e+18,158,14.954,24400.0165,84289.2193,,149,0.598393574,0.596922057,unresolved,no stable repeated-value interval cluster,unknown,1330,1,1,1,1,9,18,9514,9514,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / PEAK OF SUN HOURS,PLTS IKN,STS05,WB05,EMI02,PEAK OF SUN HOURS,PEAK OF SUN HOURS,meteorological,,7890,1,1,2026-06-01 07:24:18.087,2026-06-30 23:57:05.349,naive,261,7628,0.01,6051,0.793261668,2.22044605e-14,high,0,,69.424,184.745,2485.32424,89597.825,0,,,,,,,0,,,,,158,0.605363985,0.581736207,unresolved,no stable repeated-value interval cluster,unknown,0,0.01,0.01,0.01,0.01,0.02,0.02,7890,7890,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / POA DAILY ACCUM,PLTS IKN,STS05,WB05,EMI02,POA DAILY ACCUM,POA Daily Acummulation,irradiance_accumulation,,11780,1,1,2026-06-01 07:24:18.087,2026-06-30 23:57:05.349,naive,256,11523,0.002778,3029,0.262865573,6.0571698e-14,high,0,,69.236,72.72,484.94184,89597.825,0,,,,,,,0,,,,,160,0.625,0.58056447,unresolved,no stable repeated-value interval cluster,unknown,0,0.002777,0.002777,0.002777,0.008333,0.016667,0.019445,11780,11780,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / POA MONTHLY ACCUM,PLTS IKN,STS05,WB05,EMI02,POA MONTHLY ACCUM,POA Monthly Acummulation,irradiance_accumulation,,632,1,1,2026-06-01 07:24:18.087,2026-06-30 16:54:10.943,naive,272,359,0.277778,357,0.994428969,3.59999712e-06,high,0,,1175.143,4822.736,53681.3769,89597.825,0,,,,,,,0,,,,,148,0.544117647,0.57298613,unresolved,no stable repeated-value interval cluster,unknown,0,0.27777,0.2777729,0.277775,0.277778,0.277779,0.277779,632,632,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / POA YEARLY ACCUM,PLTS IKN,STS05,WB05,EMI02,POA YEARLY ACCUM,POA Yearly Acummulation,irradiance_accumulation,,632,1,1,2026-06-01 07:24:18.087,2026-06-30 17:22:57.164,naive,272,359,0.277771,358,0.997214485,1.02320651e-13,high,0,,1185.282,5035.089,54240.7637,89597.825,0,,,,,,,0,,,,,148,0.544117647,0.570163014,unresolved,no stable repeated-value interval cluster,unknown,0,0.27777,0.27777,0.27777,0.277771,0.277787,0.277802,632,632,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / PRESSURE,PLTS IKN,STS05,WB05,EMI02,PRESSURE,PRESSURE,meteorological,,272,1,1,2026-06-01 07:24:18.087,2026-06-30 14:38:25.113,naive,271,0,,0,0,,unresolved,0,insufficient positive deltas for a supported lower-edge cluster,16.238,37969.318,83159.4772,100644.469,0,,,,,,,0,,,,,146,0.538745387,0.57499258,unresolved,no stable repeated-value interval cluster,unknown,0,,,,,,,272,272,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / PV MODUL TEMP 01,PLTS IKN,STS05,WB05,EMI02,PV MODUL TEMP 01,PV MODUL TEMP 01,meteorological,,10431,1,1,2026-06-01 07:24:18.087,2026-06-30 23:33:53.468,naive,212,10218,0.1,1744,0.170679194,9.99999997e-06,high,0,,72.673,313.4101,1831.89615,89597.825,0,,,,,,,0,,,,,149,0.702830189,0.565109802,unresolved,no stable repeated-value interval cluster,unknown,0,0.099998,0.099998,0.099998,0.399997,2.100003,6.90000115,10431,10431,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / PV MODUL TEMP 02,PLTS IKN,STS05,WB05,EMI02,PV MODUL TEMP 02,PV MODUL TEMP 02,meteorological,,10589,1,1,2026-06-01 07:24:18.087,2026-06-30 23:47:27.994,naive,209,10379,0.1,1937,0.186626843,9.99999997e-06,high,0,,72.673,310.2594,1673.70682,89597.825,0,,,,,,,0,,,,,145,0.693779904,0.584265189,unresolved,no stable repeated-value interval cluster,unknown,0,0.099998,0.099998,0.099998,0.300004,2,6.799999,10589,10589,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / PV MODUL TEMP 03,PLTS IKN,STS05,WB05,EMI02,PV MODUL TEMP 03,PV MODUL TEMP 03,meteorological,,10294,1,1,2026-06-01 07:24:18.087,2026-06-30 23:46:21.992,naive,220,10073,0.1,1886,0.187233198,9.99999997e-06,high,0,,72.689,297.1568,1907.84092,89597.825,0,,,,,,,0,,,,,153,0.695454545,0.591134631,unresolved,no stable repeated-value interval cluster,unknown,0,0.099998,0.099998,0.099998,0.299999,1.400002,3.400002,10294,10294,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / RSI DAILY ACCUM 01,PLTS IKN,STS05,WB05,EMI02,RSI DAILY ACCUM 01,RSI 01 Daily Acummulation,irradiance_accumulation,,1038,1,1,2026-06-01 07:24:18.087,2026-06-30 23:57:05.349,naive,271,766,0.002778,746,0.973890339,9.36675743e-16,high,0,,551.703,2136.766,36709.3061,89597.825,0,,,,,,,0,,,,,149,0.549815498,0.570596082,unresolved,no stable repeated-value interval cluster,unknown,0,0.002777,0.002777,0.002777,0.002778,0.002778,0.113889,1038,1038,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / RSI DAILY ACCUM 02,PLTS IKN,STS05,WB05,EMI02,RSI DAILY ACCUM 02,RSI 02 Daily Acummulation,irradiance_accumulation,,936,1,1,2026-06-01 07:24:18.087,2026-06-30 23:57:05.349,naive,269,666,0.002778,645,0.968468468,9.36675743e-16,high,0,,575.48,3650.0178,38202.945,89597.825,0,,,,,,,0,,,,,147,0.546468401,0.575461745,unresolved,no stable repeated-value interval cluster,unknown,0,0.002777,0.002777,0.002777,0.002778,0.002778,0.1037503,936,936,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / RSI DAILY ACCUM 03,PLTS IKN,STS05,WB05,EMI02,RSI DAILY ACCUM 03,RSI 03 Daily Acummulation,irradiance_accumulation,,1010,1,1,2026-06-01 07:24:18.087,2026-06-30 23:57:05.349,naive,269,740,0.002778,718,0.97027027,9.36675743e-16,high,0,,561.467,2475.0248,37700.1617,89597.825,0,,,,,,,0,,,,,148,0.550185874,0.577782858,unresolved,no stable repeated-value interval cluster,unknown,0,0.002777,0.002777,0.002777,0.002778,0.002778,0.111111,1010,1010,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / RSI MONTHLY ACCUM 01,PLTS IKN,STS05,WB05,EMI02,RSI MONTHLY ACCUM 01,RSI 01 Monthly Acummulation,irradiance_accumulation,,280,1,1,2026-06-01 07:24:18.087,2026-06-30 14:38:25.113,naive,271,8,,0,0,,unresolved,0,insufficient positive deltas for a supported lower-edge cluster,16.879,36638.6444,82464.2513,100644.469,0,,,,,,,0,,,,,146,0.538745387,0.574996137,unresolved,no stable repeated-value interval cluster,unknown,0,0.277777,0.27777707,0.27777735,0.277778,1.1111114,2.86111154,280,280,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / RSI MONTHLY ACCUM 02,PLTS IKN,STS05,WB05,EMI02,RSI MONTHLY ACCUM 02,RSI 02 Monthly Acummulation,irradiance_accumulation,,279,1,1,2026-06-01 07:24:18.087,2026-06-30 14:38:25.113,naive,271,7,,0,0,,unresolved,0,insufficient positive deltas for a supported lower-edge cluster,16.722,36804.9834,82551.1545,100644.469,0,,,,,,,0,,,,,146,0.538745387,0.574962714,unresolved,no stable repeated-value interval cluster,unknown,0,0.277777,0.27777706,0.2777773,0.277778,1.1666668,2.36666668,279,279,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / RSI MONTHLY ACCUM 03,PLTS IKN,STS05,WB05,EMI02,RSI MONTHLY ACCUM 03,RSI 03 Monthly Acummulation,irradiance_accumulation,,280,1,1,2026-06-01 07:24:18.087,2026-06-30 14:38:25.113,naive,271,8,,0,0,,unresolved,0,insufficient positive deltas for a supported lower-edge cluster,16.879,36638.6476,82464.2513,100644.469,0,,,,,,,0,,,,,146,0.538745387,0.575000583,unresolved,no stable repeated-value interval cluster,unknown,0,0.277777,0.27777707,0.27777735,0.277778,0.9444446,2.34444446,280,280,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / RSI YEARLY ACCUM 01,PLTS IKN,STS05,WB05,EMI02,RSI YEARLY ACCUM 01,RSI 01 Yearly Acummulation,irradiance_accumulation,,280,1,1,2026-06-01 07:24:18.087,2026-06-30 14:38:25.113,naive,271,8,,0,0,,unresolved,0,insufficient positive deltas for a supported lower-edge cluster,16.879,36638.6476,82464.2513,93287.737,0,,,,,,,0,,,,,146,0.538745387,0.574994739,unresolved,no stable repeated-value interval cluster,unknown,0,0.277777,0.27777707,0.27777735,0.277778,1.027778,2.602778,280,280,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / RSI YEARLY ACCUM 02,PLTS IKN,STS05,WB05,EMI02,RSI YEARLY ACCUM 02,RSI 02 Yearly Acummulation,irradiance_accumulation,,279,1,1,2026-06-01 07:24:18.087,2026-06-30 14:38:25.113,naive,271,7,,0,0,,unresolved,0,insufficient positive deltas for a supported lower-edge cluster,16.722,34068.0788,82551.1545,100644.469,0,,,,,,,0,,,,,146,0.538745387,0.574981655,unresolved,no stable repeated-value interval cluster,unknown,0,0.277777,0.27777706,0.2777773,0.277778,0.9444448,1.84444498,279,279,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / RSI YEARLY ACCUM 03,PLTS IKN,STS05,WB05,EMI02,RSI YEARLY ACCUM 03,RSI 03 Yearly Acummulation,irradiance_accumulation,,280,1,1,2026-06-01 07:24:18.087,2026-06-30 14:38:25.113,naive,271,8,,0,0,,unresolved,0,insufficient positive deltas for a supported lower-edge cluster,16.879,36638.6476,82464.2513,100644.469,0,,,,,,,0,,,,,146,0.538745387,0.575000583,unresolved,no stable repeated-value interval cluster,unknown,0,0.277777,0.277777,0.277777,0.277778,2.1944447,6.21944477,280,280,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / WIND DIRECTION,PLTS IKN,STS05,WB05,EMI02,WIND DIRECTION,WIND DIRECTION,meteorological,,141994,1,3,2026-06-01 07:24:18.087,2026-06-30 23:59:53.394,naive,168,141825,1,23417,0.165111934,0,high,0,,6.623,23.136,52.74,89597.825,0,,,,,,,0,,,,,133,0.791666667,0.594206038,unresolved,no stable repeated-value interval cluster,unknown,0,1,1,1,8,45,286,141994,141994,0,0,0
PLTS IKN / STS05 / WB05_EMI02 / MEAS / WIND SPEED,PLTS IKN,STS05,WB05,EMI02,WIND SPEED,WIND SPEED,meteorological,,66903,1,2,2026-06-01 07:24:18.087,2026-06-30 23:59:59.955,naive,203,66699,0.1,35197,0.527699066,2.77555756e-16,high,0,,16.512,26.401,89.17,89597.825,0,,,,,,,0,,,,,154,0.75862069,0.601421823,unresolved,no stable repeated-value interval cluster,unknown,0,0.1,0.1,0.1,0.1,0.8,1.7,66903,66903,0,0,0
PLTS IKN / STS06 / WB06_EMI03 / MEAS / AMBIENT AIR HUMIDITY,PLTS IKN,STS06,WB06,EMI03,AMBIENT AIR HUMIDITY,AMBIENT AIR HUMIDITY,meteorological,,81362,1,2,2026-06-01 06:41:31.484,2026-06-30 23:59:55.941,naive,198,81163,0.099999,41875,0.515937065,1.00001e-05,high,0,,23.105,46.21,148.446,30382.751,0,,,,,,,0,,,,,163,0.823232323,0.570993601,unresolved,no stable repeated-value interval cluster,unknown,0,0.099998,0.099998,0.099998,0.100006,0.899994,1.900001,81362,81362,0,0,1
PLTS IKN / STS06 / WB06_EMI03 / MEAS / AMBIENT AIR TEMP,PLTS IKN,STS06,WB06,EMI03,AMBIENT AIR TEMP,AMBIENT AIR TEMP,meteorological,,15671,1,1,2026-06-01 00:02:46.377,2026-06-30 23:59:09.793,naive,228,15442,0.1,10067,0.651923326,9.99999997e-06,high,0,,99.059,336.4355,825.98476,3284.802,0,,,,,,,0,,,,,171,0.75,0.602210307,unresolved,no stable repeated-value interval cluster,unknown,0,0.099998,0.099998,0.099998,0.100001,0.299999,0.5,15671,15671,0,0,0
PLTS IKN / STS06 / WB06_EMI03 / MEAS / DAILY RAINFALL,PLTS IKN,STS06,WB06,EMI03,DAILY RAINFALL,DAILY RAINFALL,meteorological,,474,1,1,2026-06-01 07:24:17.306,2026-06-30 23:59:09.793,naive,270,203,0.2,132,0.650246305,8.32667268e-16,high,2,,72.595,17834.1598,63347.56,100640.454,0,,,,,,,0,,,,,146,0.540740741,0.590117861,unresolved,no stable repeated-value interval cluster,unknown,0,0.1,0.2,0.2,0.2,1,7.982,474,474,0,0,0
PLTS IKN / STS06 / WB06_EMI03 / MEAS / DHI DAILY ACCUM,PLTS IKN,STS06,WB06,EMI03,DHI DAILY ACCUM,DHI Daily Acummulation,irradiance_accumulation,,17637,1,1,2026-06-01 00:58:31.108,2026-06-30 17:53:35.411,naive,246,17390,0.002778,5010,0.288096607,5.99472475e-14,high,0,,69.299,75.876,363.37495,26657.246,0,,,,,,,0,,,,,154,0.62601626,0.570889686,unresolved,no stable repeated-value interval cluster,unknown,0,0.002777,0.002777,0.002777,0.008332,0.016667,0.019445,17637,17637,0,0,0
PLTS IKN / STS06 / WB06_EMI03 / MEAS / DHI MONTHLY ACCUM,PLTS IKN,STS06,WB06,EMI03,DHI MONTHLY ACCUM,DHI Monthly Acummulation,irradiance_accumulation,,800,1,1,2026-06-01 06:32:00.846,2026-06-30 16:46:57.950,naive,271,528,0.277779,527,0.998106061,3.59998414e-06,high,0,,1251.143,3901.8604,50928.7355,58639.521,0,,,,,,,0,,,,,147,0.542435424,0.587491462,unresolved,no stable repeated-value interval cluster,unknown,0,0.27777,0.27777,0.27777,0.277779,0.277779,0.277787,800,800,0,0,0
PLTS IKN / STS06 / WB06_EMI03 / MEAS / DHI YEARLY ACCUM,PLTS IKN,STS06,WB06,EMI03,DHI YEARLY ACCUM,DHI Yearly Acummulation,irradiance_accumulation,,774,1,1,2026-06-01 07:24:17.306,2026-06-30 16:16:02.722,naive,269,504,0.277832,503,0.998015873,8.18385483e-13,high,0,,1186.928,3580.6154,53862.3728,72547.971,0,,,,,,,0,,,,,146,0.542750929,0.586824504,unresolved,no stable repeated-value interval cluster,unknown,0,0.27771,0.27771,0.27771,0.277832,0.277832,0.277832,774,774,0,0,0
