emi,channel_key,month,days_in_data,days_with_any_event,daylight_minutes,daylight_coverage_strict,daylight_coverage_zoh
EMI03,DHI,2025-04,30,30,21693,0.852256488268,0.937122574102
EMI03,DHI,2025-05,31,31,22383,0.903140776482,0.981771880445
EMI03,DHI,2025-06,30,30,21648,0.852596082779,0.930709534368
EMI03,DHI,2025-07,31,25,22375,0.711597765363,0.769608938547
EMI03,DHI,2025-08,31,31,22401,0.845364046248,0.925672961029
EMI03,DHI,2025-09,30,30,21718,0.907772354729,0.98443687264
EMI03,DHI,2025-10,31,31,22496,0.895403627312,0.984130512091
EMI03,DHI,2025-11,30,30,21826,0.904975717035,0.978236965088
EMI03,DHI,2025-12,31,31,22581,0.8831318365,0.976041805057
EMI03,DHI,2026-01,31,31,22568,0.912486706842,0.981522509748
EMI03,DHI,2026-02,28,28,20332,0.884271099744,0.975801691914
EMI03,DHI,2026-03,31,31,22463,0.909183991453,0.983483951387
EMI03,DHI,2026-04,30,30,21694,0.918548907532,0.986678344243
EMI03,DHI,2026-05,31,31,22383,0.899343251575,0.980386900773
EMI03,DHI,2026-06,30,30,21648,0.931725794531,0.989375461936
EMI03,DNIcosZ,2024-12,11,0,8013,0,0
EMI03,DNIcosZ,2025-01,31,17,22568,0.231168025523,0.328739808579
EMI03,DNIcosZ,2025-02,28,28,20330,0.413133300541,0.569945892769
EMI03,DNIcosZ,2025-03,31,6,22464,0.0835113960114,0.112669159544
EMI03,DNIcosZ,2025-04,30,2,21693,0.000138293458719,0.00138293458719
EMI03,DNIcosZ,2025-05,31,0,22383,0,0
EMI03,DNIcosZ,2025-06,30,5,21648,0.0357076866223,0.0468403547672
EMI03,DNIcosZ,2025-07,31,28,22375,0.129608938547,0.184759776536
EMI03,DNIcosZ,2025-08,31,17,22401,0.0494620775858,0.0776304629258
EMI03,DNIcosZ,2025-09,30,10,21718,0.0129385762962,0.0243576756607
EMI03,DNIcosZ,2025-10,31,7,22496,0.0239153627312,0.0343616642959
EMI03,DNIcosZ,2025-11,30,4,21826,0.0102629890956,0.0175020617612
EMI03,DNIcosZ,2025-12,31,1,22581,0.0030556662681,0.00385279659891
EMI03,DNIcosZ,2026-01,31,0,22568,0,0
EMI03,DNIcosZ,2026-02,28,3,20332,0.0160830218375,0.0200177060791
EMI03,DNIcosZ,2026-03,31,8,22463,0.00324978854116,0.0101500244847
EMI03,DNIcosZ,2026-04,30,2,21694,0.00147506222919,0.00322669862635
EMI03,DNIcosZ,2026-05,31,13,22383,0.00214448465353,0.0218916141715
EMI03,DNIcosZ,2026-06,30,30,21648,0.00808388765706,0.0738174427199
EMI03,GHI,2024-12,11,0,8013,0,0
EMI03,GHI,2025-01,31,20,22568,0.50779865296,0.556008507621
EMI03,GHI,2025-02,28,28,20330,0.903443187408,0.978750614855
EMI03,GHI,2025-03,31,6,22464,0.146590099715,0.162971866097
EMI03,GHI,2025-04,30,2,21693,0.000138293458719,0.00138293458719
EMI03,GHI,2025-05,31,0,22383,0,0
EMI03,GHI,2025-06,30,7,21648,0.158906134516,0.172163710273
EMI03,GHI,2025-07,31,31,22375,0.904446927374,0.979039106145
EMI03,GHI,2025-08,31,31,22401,0.842507030936,0.923530199545
EMI03,GHI,2025-09,30,30,21718,0.905746385487,0.983423888019
EMI03,GHI,2025-10,31,31,22496,0.890291607397,0.982708036984
EMI03,GHI,2025-11,30,30,21826,0.902455786676,0.978740951159
EMI03,GHI,2025-12,31,31,22581,0.876887648908,0.975288959745
EMI03,GHI,2026-01,31,31,22568,0.902871322226,0.979705778093
EMI03,GHI,2026-02,28,28,20332,0.872860515444,0.974473735983
EMI03,GHI,2026-03,31,31,22463,0.898633308107,0.979922539287
EMI03,GHI,2026-04,30,30,21694,0.902830275652,0.982760210196
EMI03,GHI,2026-05,31,31,22383,0.882946879328,0.976500022338
EMI03,GHI,2026-06,30,30,21648,0.915696600148,0.98572616408
EMI03,POA,2024-12,11,0,8013,0,0
EMI03,POA,2025-01,31,20,22568,0.506868131868,0.555964197093
EMI03,POA,2025-02,28,28,20330,0.904131824889,0.979340875553
EMI03,POA,2025-03,31,6,22464,0.145788817664,0.162971866097
EMI03,POA,2025-04,30,2,21693,0.000138293458719,0.00138293458719
EMI03,POA,2025-05,31,0,22383,0,0
EMI03,POA,2025-06,30,1,21648,9.23872875092e-05,0.000831485587583
EMI03,POA,2025-07,31,0,22375,0,0
EMI03,POA,2025-08,31,5,22401,0.000892817284943,0.00946386322039
EMI03,POA,2025-09,30,6,21718,0.000322313288516,0.00515701261626
EMI03,POA,2025-10,31,1,22496,4.44523470839e-05,0.000711237553343
EMI03,POA,2025-11,30,0,21826,0,0
EMI03,POA,2025-12,31,0,22581,0,0
EMI03,POA,2026-01,31,0,22568,0,0
EMI03,POA,2026-02,28,0,20332,0,0
EMI03,POA,2026-03,31,2,22463,4.45176512487e-05,0.00071228241998
EMI03,POA,2026-04,30,0,21694,0,0
EMI03,POA,2026-05,31,10,22383,0.00156368672653,0.0192110083546
EMI03,POA,2026-06,30,30,21648,0.00517368810052,0.0693366592757
EMI03,RSI_01,2024-12,11,0,8013,0,0
EMI03,RSI_01,2025-01,31,20,22568,0.00522864232542,0.0726692662177
EMI03,RSI_01,2025-02,28,28,20330,0.0101328086572,0.138121003443
EMI03,RSI_01,2025-03,31,6,22464,0.00280448717949,0.0327635327635
EMI03,RSI_01,2025-04,30,2,21693,0.000138293458719,0.00138293458719
EMI03,RSI_01,2025-05,31,0,22383,0,0
EMI03,RSI_01,2025-06,30,0,21648,0,0
EMI03,RSI_01,2025-07,31,0,22375,0,0
EMI03,RSI_01,2025-08,31,5,22401,0.000892817284943,0.00946386322039
EMI03,RSI_01,2025-09,30,6,21718,0.000322313288516,0.00515701261626
EMI03,RSI_01,2025-10,31,1,22496,4.44523470839e-05,0.000711237553343
EMI03,RSI_01,2025-11,30,0,21826,0,0
EMI03,RSI_01,2025-12,31,0,22581,0,0
EMI03,RSI_01,2026-01,31,0,22568,0,0
EMI03,RSI_01,2026-02,28,0,20332,0,0
EMI03,RSI_01,2026-03,31,2,22463,4.45176512487e-05,0.00071228241998
EMI03,RSI_01,2026-04,30,0,21694,0,0
EMI03,RSI_01,2026-05,31,10,22383,0.00156368672653,0.0192110083546
EMI03,RSI_01,2026-06,30,30,21648,0.00517368810052,0.0693366592757
EMI03,RSI_02,2024-12,11,0,8013,0,0
EMI03,RSI_02,2025-01,31,20,22568,0.244106699752,0.387274016306
EMI03,RSI_02,2025-02,28,28,20330,0.394540088539,0.690998524348
EMI03,RSI_02,2025-03,31,29,22464,0.354389245014,0.61582977208
EMI03,RSI_02,2025-04,30,30,21693,0.320425943853,0.581984972111
EMI03,RSI_02,2025-05,31,30,22383,0.334450252424,0.605995621677
EMI03,RSI_02,2025-06,30,30,21648,0.318828529194,0.58698263119
EMI03,RSI_02,2025-07,31,15,22375,0.17930726257,0.309586592179
EMI03,RSI_02,2025-08,31,5,22401,0.000892817284943,0.00946386322039
EMI03,RSI_02,2025-09,30,6,21718,0.000322313288516,0.00515701261626
EMI03,RSI_02,2025-10,31,1,22496,4.44523470839e-05,0.000711237553343
EMI03,RSI_02,2025-11,30,0,21826,0,0
EMI03,RSI_02,2025-12,31,0,22581,0,0
EMI03,RSI_02,2026-01,31,0,22568,0,0
EMI03,RSI_02,2026-02,28,0,20332,0,0
EMI03,RSI_02,2026-03,31,2,22463,4.45176512487e-05,0.00071228241998
EMI03,RSI_02,2026-04,30,0,21694,0,0
EMI03,RSI_02,2026-05,31,10,22383,0.00156368672653,0.0192110083546
EMI03,RSI_02,2026-06,30,30,21648,0.00517368810052,0.0693366592757
EMI03,RSI_03,2024-12,11,0,8013,0,0
EMI03,RSI_03,2025-01,31,20,22568,0.0347394540943,0.243220489188
EMI03,RSI_03,2025-02,28,28,20330,0.081308411215,0.498180029513
EMI03,RSI_03,2025-03,31,6,22464,0.0130876068376,0.0869391025641
EMI03,RSI_03,2025-04,30,2,21693,0.000138293458719,0.00138293458719
EMI03,RSI_03,2025-05,31,0,22383,0,0
EMI03,RSI_03,2025-06,30,0,21648,0,0
EMI03,RSI_03,2025-07,31,0,22375,0,0
EMI03,RSI_03,2025-08,31,5,22401,0.000892817284943,0.00946386322039
EMI03,RSI_03,2025-09,30,6,21718,0.000322313288516,0.00515701261626
EMI03,RSI_03,2025-10,31,1,22496,4.44523470839e-05,0.000711237553343
EMI03,RSI_03,2025-11,30,0,21826,0,0
EMI03,RSI_03,2025-12,31,0,22581,0,0
EMI03,RSI_03,2026-01,31,0,22568,0,0
EMI03,RSI_03,2026-02,28,0,20332,0,0
EMI03,RSI_03,2026-03,31,2,22463,4.45176512487e-05,0.00071228241998
EMI03,RSI_03,2026-04,30,0,21694,0,0
EMI03,RSI_03,2026-05,31,10,22383,0.00156368672653,0.0192110083546
EMI03,RSI_03,2026-06,30,30,21648,0.00517368810052,0.0693366592757
EMI04,DHI,2024-12,11,0,8013,0,0
EMI04,DHI,2025-01,31,17,22568,0.47709145693,0.534074796172
EMI04,DHI,2025-02,28,28,20330,0.881947860305,0.978947368421
EMI04,DHI,2025-03,31,29,22464,0.816773504274,0.912081552707
EMI04,DHI,2025-04,30,30,21693,0.843866685106,0.932743281243
EMI04,DHI,2025-05,31,31,22383,0.899968726265,0.980833668409
EMI04,DHI,2025-06,30,30,21648,0.896341463415,0.979028085735
EMI04,DHI,2025-07,31,31,22375,0.910837988827,0.980245810056
EMI04,DHI,2025-08,31,31,22401,0.863443596268,0.944645328334
EMI04,DHI,2025-09,30,30,21718,0.911455935169,0.983331798508
EMI04,DHI,2025-10,31,31,22496,0.894692389758,0.984130512091
EMI04,DHI,2025-11,30,30,21826,0.895399981673,0.979428204893
EMI04,DHI,2025-12,31,31,22581,0.87874761968,0.975510384837
EMI04,DHI,2026-01,31,31,22568,0.906947890819,0.979883020206
EMI04,DHI,2026-02,28,28,20332,0.873893370057,0.974178634665
EMI04,DHI,2026-03,31,31,22463,0.898588790455,0.979299292169
EMI04,DHI,2026-04,30,30,21694,0.901585691896,0.982068774776
EMI04,DHI,2026-05,31,31,22383,0.877451637403,0.976231961757
EMI04,DHI,2026-06,30,30,21648,0.916435698448,0.983416481892
EMI04,DNIcosZ,2024-12,11,0,8013,0,0
EMI04,DNIcosZ,2025-01,31,20,22568,0.245834810351,0.356522509748
EMI04,DNIcosZ,2025-02,28,28,20330,0.4191834727,0.57796360059
EMI04,DNIcosZ,2025-03,31,28,22464,0.342147435897,0.463897792023
EMI04,DNIcosZ,2025-04,30,29,21693,0.158346010234,0.231364956438
EMI04,DNIcosZ,2025-05,31,28,22383,0.0746101952375,0.122905776706
EMI04,DNIcosZ,2025-06,30,26,21648,0.0867054693274,0.14689578714
EMI04,DNIcosZ,2025-07,31,28,22375,0.101899441341,0.154055865922
EMI04,DNIcosZ,2025-08,31,23,22401,0.027275568055,0.0628989777242
EMI04,DNIcosZ,2025-09,30,28,21718,0.0108205175431,0.0884059305645
EMI04,DNIcosZ,2025-10,31,30,22496,0.0251600284495,0.166607396871
EMI04,DNIcosZ,2025-11,30,30,21826,0.062677540548,0.179464858426
EMI04,DNIcosZ,2025-12,31,22,22581,0.0256853106594,0.069660333909
EMI04,DNIcosZ,2026-01,31,16,22568,0.00970400567175,0.0320808224034
EMI04,DNIcosZ,2026-02,28,18,20332,0.0510525280346,0.0846448947472
EMI04,DNIcosZ,2026-03,31,27,22463,0.137470507056,0.192449806348
EMI04,DNIcosZ,2026-04,30,28,21694,0.0686364893519,0.126717064626
EMI04,DNIcosZ,2026-05,31,26,22383,0.0887727293035,0.154536925345
EMI04,DNIcosZ,2026-06,30,30,21648,0.108093126386,0.187176644494
EMI04,GHI,2024-12,11,0,8013,0,0
EMI04,GHI,2025-01,31,20,22568,0.547146401985,0.595710740872
EMI04,GHI,2025-02,28,28,20330,0.908165272996,0.979094933596
EMI04,GHI,2025-03,31,29,22464,0.835292022792,0.912526709402
EMI04,GHI,2025-04,30,30,21693,0.851841607892,0.932881574702
EMI04,GHI,2025-05,31,31,22383,0.904436402627,0.980833668409
EMI04,GHI,2025-06,30,30,21648,0.899297856615,0.978981892092
EMI04,GHI,2025-07,31,31,22375,0.912983240223,0.98051396648
EMI04,GHI,2025-08,31,31,22401,0.864648899603,0.944422124012
EMI04,GHI,2025-09,30,30,21718,0.913067501612,0.984160604107
EMI04,GHI,2025-10,31,31,22496,0.895181365576,0.983641536273
EMI04,GHI,2025-11,30,30,21826,0.909328324017,0.980481993952
EMI04,GHI,2025-12,31,31,22581,0.884416102033,0.97652894026
EMI04,GHI,2026-01,31,31,22568,0.912309464729,0.980724920241
EMI04,GHI,2026-02,28,28,20332,0.88500885304,0.976293527444
EMI04,GHI,2026-03,31,31,22463,0.908605261986,0.981925833593
EMI04,GHI,2026-04,30,30,21694,0.917212132387,0.98497280354
EMI04,GHI,2026-05,31,31,22383,0.891346110888,0.977616941429
EMI04,GHI,2026-06,30,30,21648,0.927799334812,0.985449002217
EMI04,POA,2024-12,11,0,8013,0,0
EMI04,POA,2025-01,31,20,22568,0.545108117689,0.595533498759
EMI04,POA,2025-02,28,28,20330,0.905705853419,0.978307919331
EMI04,POA,2025-03,31,29,22464,0.834401709402,0.911502849003
EMI04,POA,2025-04,30,30,21693,0.85096574932,0.932558889965
EMI04,POA,2025-05,31,31,22383,0.904793816736,0.980923021936
EMI04,POA,2025-06,30,30,21648,0.899251662971,0.978058019217
EMI04,POA,2025-07,31,31,22375,0.91530726257,0.979709497207
EMI04,POA,2025-08,31,31,22401,0.864425695281,0.944064997098
EMI04,POA,2025-09,30,30,21718,0.911363845658,0.983147619486
EMI04,POA,2025-10,31,31,22496,0.892914295875,0.98368598862
EMI04,POA,2025-11,30,30,21826,0.904013561807,0.979932190965
EMI04,POA,2025-12,31,31,22581,0.880917585581,0.976440370223
EMI04,POA,2026-01,31,5,22568,0.132577100319,0.144718185041
EMI04,POA,2026-02,28,0,20332,0,0
EMI04,POA,2026-03,31,2,22463,4.45176512487e-05,0.00071228241998
EMI04,POA,2026-04,30,0,21694,0,0
EMI04,POA,2026-05,31,2,22383,0.000178707054461,0.00285931287138
EMI04,POA,2026-06,30,0,21648,0,0
EMI04,RSI_01,2024-12,11,0,8013,0,0
EMI04,RSI_01,2025-01,31,17,22568,0.137938674229,0.284429280397
EMI04,RSI_01,2025-02,28,28,20330,0.25046728972,0.502311854402
EMI04,RSI_01,2025-03,31,28,22464,0.253783831909,0.476896367521
EMI04,RSI_01,2025-04,30,29,21693,0.212418752593,0.408749366155
EMI04,RSI_01,2025-05,31,30,22383,0.252200330608,0.487423491042
EMI04,RSI_01,2025-06,30,30,21648,0.243301921656,0.453944937177
EMI04,RSI_01,2025-07,31,29,22375,0.338055865922,0.570905027933
EMI04,RSI_01,2025-08,31,28,22401,0.240614258292,0.425739922325
EMI04,RSI_01,2025-09,30,25,21718,0.00308499861866,0.0467354268349
EMI04,RSI_01,2025-10,31,30,22496,0.00782361308677,0.114109174964
EMI04,RSI_01,2025-11,30,28,21826,0.00664345276276,0.0944286630624
EMI04,RSI_01,2025-12,31,1,22581,0.000132855055135,0.00212568088216
EMI04,RSI_01,2026-01,31,0,22568,0,0
EMI04,RSI_01,2026-02,28,0,20332,0,0
EMI04,RSI_01,2026-03,31,2,22463,4.45176512487e-05,0.00071228241998
EMI04,RSI_01,2026-04,30,0,21694,0,0
EMI04,RSI_01,2026-05,31,2,22383,0.000178707054461,0.00285931287138
EMI04,RSI_01,2026-06,30,0,21648,0,0
EMI04,RSI_02,2024-12,11,0,8013,0,0
EMI04,RSI_02,2025-01,31,20,22568,0.160802906771,0.316643034385
EMI04,RSI_02,2025-02,28,28,20330,0.256517461879,0.504131824889
EMI04,RSI_02,2025-03,31,28,22464,0.229255698006,0.448851495726
EMI04,RSI_02,2025-04,30,29,21693,0.199004287097,0.387175586595
EMI04,RSI_02,2025-05,31,30,22383,0.237635705669,0.469195371487
EMI04,RSI_02,2025-06,30,30,21648,0.227180339985,0.434405025868
EMI04,RSI_02,2025-07,31,29,22375,0.296938547486,0.536089385475
EMI04,RSI_02,2025-08,31,28,22401,0.202937368867,0.374849337083
EMI04,RSI_02,2025-09,30,30,21718,0.241228474077,0.436043834607
EMI04,RSI_02,2025-10,31,30,22496,0.223550853485,0.445945945946
EMI04,RSI_02,2025-11,30,30,21826,0.243608540273,0.487446165124
EMI04,RSI_02,2025-12,31,30,22581,0.187369912759,0.390018156858
EMI04,RSI_02,2026-01,31,5,22568,0.028801843318,0.0496277915633
EMI04,RSI_02,2026-02,28,0,20332,0,0
EMI04,RSI_02,2026-03,31,2,22463,4.45176512487e-05,0.00071228241998
EMI04,RSI_02,2026-04,30,0,21694,0,0
EMI04,RSI_02,2026-05,31,2,22383,0.000178707054461,0.00285931287138
EMI04,RSI_02,2026-06,30,0,21648,0,0
EMI04,RSI_03,2024-12,11,0,8013,0,0
EMI04,RSI_03,2025-01,31,20,22568,0.156504785537,0.314471818504
EMI04,RSI_03,2025-02,28,28,20330,0.254697491392,0.508853910477
EMI04,RSI_03,2025-03,31,28,22464,0.23806980057,0.45957977208
EMI04,RSI_03,2025-04,30,29,21693,0.202738210483,0.401235421565
EMI04,RSI_03,2025-05,31,30,22383,0.236206049234,0.477281865702
EMI04,RSI_03,2025-06,30,30,21648,0.231753510717,0.44512195122
EMI04,RSI_03,2025-07,31,29,22375,0.31651396648,0.571173184358
EMI04,RSI_03,2025-08,31,28,22401,0.212936922459,0.398866122048
EMI04,RSI_03,2025-09,30,30,21718,0.236762132793,0.442858458422
EMI04,RSI_03,2025-10,31,30,22496,0.230218705548,0.466794096728
EMI04,RSI_03,2025-11,30,30,21826,0.255933290571,0.523916429946
EMI04,RSI_03,2025-12,31,30,22581,0.205039635091,0.441167353084
EMI04,RSI_03,2026-01,31,31,22568,0.269939737682,0.515907479617
EMI04,RSI_03,2026-02,28,25,20332,0.219801298446,0.415994491442
EMI04,RSI_03,2026-03,31,30,22463,0.263856118951,0.493923340605
EMI04,RSI_03,2026-04,30,30,21694,0.22789711441,0.462155434682
EMI04,RSI_03,2026-05,31,30,22383,0.225170888621,0.438234374302
EMI04,RSI_03,2026-06,30,30,21648,0.315779748707,0.599362527716
EMI05,GHI,2024-12,11,11,8013,0.903157369275,0.908398851866
EMI05,GHI,2025-01,31,31,22568,0.997341368309,0.999778447359
EMI05,GHI,2025-02,28,0,20330,0,0
EMI05,GHI,2025-03,31,0,22464,0,0
EMI05,GHI,2025-04,30,0,21693,0,0
EMI05,GHI,2025-05,31,0,22383,0,0
EMI05,GHI,2025-06,30,0,21648,0,0
EMI05,GHI,2025-07,31,15,22375,0.40487150838,0.404960893855
EMI05,GHI,2025-08,31,7,22401,0.0160260702647,0.0280791036114
EMI05,GHI,2025-09,30,26,21718,0.0419467722626,0.0870245878994
EMI05,GHI,2025-10,31,29,22496,0.00706792318634,0.100684566145
EMI05,GHI,2025-11,30,1,21826,4.58169156052e-05,0.000733070649684
EMI05,GHI,2025-12,31,8,22581,0.229086400071,0.253930295381
EMI05,GHI,2026-01,31,31,22568,0.976205246367,0.994549805034
EMI05,GHI,2026-02,28,28,20332,0.996950619713,0.99950816447
EMI05,GHI,2026-03,31,31,22463,0.997996705694,0.999955482349
EMI05,GHI,2026-04,30,30,21694,0.992670784549,0.998386650687
EMI05,GHI,2026-05,31,31,22383,0.993566546039,0.998123575928
EMI05,GHI,2026-06,30,30,21648,0.997320768662,1
