source_scope,emi,method,frequency,staleness_s,population,classification,machine_atol_wm2,quantization_atol_wm2,deadband_atol_wm2,sample_count,mean_wm2,median_wm2,std_wm2,mae_wm2,rmse_wm2,p01_wm2,p05_wm2,p50_wm2,p95_wm2,p99_wm2,max_abs_wm2,proportion_below_machine,proportion_below_quantization,proportion_below_deadband
historical_xlsx,ALL,direct_coincident,,,all,measured,,,,321084,50.5135945734,53,144.056580661,98.7855296433,152.656220536,-389,-201,53,257,545,1090,0.00564649748975,0.0145257938733,0.0271642311669
historical_xlsx,ALL,direct_coincident,,,active_components,measured,,,,319332,50.6141539213,53,144.079831086,99.1350913783,152.711460941,-390,-202,53,257,544,1071,0.00315345784325,0.011452031115,0.02350531735
historical_xlsx,ALL,direct_coincident,,,night_flat,measured,,,,1752,32.1849315068,0,138.540443138,35.0719178082,142.229828802,-19.49,-9,0,256,871,1090,0.4600456621,0.574771689498,0.694063926941
historical_xlsx,ALL,direct_coincident,,,daylight_provisional,measured,,,,320563,50.5953431931,53,144.159309721,98.945732976,152.780219047,-390,-201,53,257,546,1090,0.00411775532423,0.0130114829222,0.0256704610326
raw_cov,EMI01,direct_coincident,,,all,measured,4.44799752586e-12,2,4,272,162.816176471,0,354.627356245,253.595588235,390.217463881,-803,-283,0,878.45,994.03,1090,0.330882352941,0.330882352941,0.330882352941
raw_cov,EMI01,direct_coincident,,,active_components,measured,4.44799752586e-12,2,4,42,-288.976190476,-197.5,245.147913377,288.976190476,378.952158056,-803,-803,-197.5,-56.6,-54.23,803,0,0,0
raw_cov,EMI01,direct_coincident,,,night_flat,measured,4.44799752586e-12,2,4,230,245.317391304,121.5,306.057737026,247.134782609,392.239672738,-30.23,0,121.5,883.95,996.97,1090,0.391304347826,0.391304347826,0.391304347826
raw_cov,EMI01,direct_coincident,,,daylight_provisional,measured,4.44799752586e-12,2,4,218,203.146788991,170,385.641318014,316.412844037,435.875950285,-803,-339.9,170,894.3,997.81,1090,0.165137614679,0.165137614679,0.165137614679
raw_cov,EMI01,aligned_backward,1min,60,all,measured,4.44799752586e-12,2,4,145,190.606896552,38,359.958643152,274.882758621,407.309727103,-635.24,-255.2,38,894.2,988.88,1090,0.289655172414,0.289655172414,0.289655172414
raw_cov,EMI01,aligned_backward,1min,60,active_components,measured,4.44799752586e-12,2,4,24,-250.833333333,-183,206.871672514,250.833333333,325.135740884,-795.73,-716.15,-183,-54.3,-53.23,807,0,0,0
raw_cov,EMI01,aligned_backward,1min,60,night_flat,measured,4.44799752586e-12,2,4,121,278.165289256,197,316.959609678,279.652892562,421.709997882,-31.4,0,197,930,994.4,1090,0.347107438017,0.347107438017,0.347107438017
raw_cov,EMI01,aligned_backward,1min,60,daylight_provisional,measured,4.44799752586e-12,2,4,119,232.25210084,211,384.977271369,334.941176471,449.609316869,-707.78,-340.6,211,931.7,994.86,1090,0.134453781513,0.134453781513,0.134453781513
raw_cov,EMI01,aligned_backward,1min,120,all,measured,4.44799752586e-12,2,4,268,186.723880597,38.5,367.5218014,276.537313433,412.235469228,-781.21,-305.95,38.5,898.65,1016.16,1122,0.291044776119,0.291044776119,0.291044776119
raw_cov,EMI01,aligned_backward,1min,120,active_components,measured,4.44799752586e-12,2,4,42,-281.214285714,-188.5,230.146902953,281.214285714,363.385568547,-807.59,-804.15,-188.5,-56.5,-53.41,808,0,0,0
raw_cov,EMI01,aligned_backward,1min,120,night_flat,measured,4.44799752586e-12,2,4,226,273.685840708,175,319.492508912,275.668141593,420.689199594,-33.5,0,175,924,1038,1122,0.345132743363,0.345132743363,0.345132743363
raw_cov,EMI01,aligned_backward,1min,120,daylight_provisional,measured,4.44799752586e-12,2,4,221,226.43438914,180,393.45422554,335.34841629,453.958985131,-798.6,-400,180,930,1040.6,1122,0.140271493213,0.140271493213,0.140271493213
raw_cov,EMI01,aligned_backward,1min,300,all,measured,4.44799752586e-12,2,4,634,183.785488959,51,367.890638381,276.504731861,411.242784448,-815.34,-320.35,51,886.25,1029.37,1252,0.280757097792,0.280757097792,0.280757097792
raw_cov,EMI01,aligned_backward,1min,300,active_components,measured,4.44799752586e-12,2,4,94,-305.319148936,-192,260.022102693,305.319148936,401.037749589,-948.14,-816,-192,-58.95,-53.93,950,0,0,0
raw_cov,EMI01,aligned_backward,1min,300,night_flat,measured,4.44799752586e-12,2,4,540,268.925925926,176,313.436493175,271.488888889,412.993448966,-42.32,0,176,900.15,1043.98,1252,0.32962962963,0.32962962963,0.32962962963
raw_cov,EMI01,aligned_backward,1min,300,daylight_provisional,measured,4.44799752586e-12,2,4,521,223.646833013,199,394.694052941,336.476007678,453.653283184,-816,-342,199,903,1047.4,1252,0.124760076775,0.124760076775,0.124760076775
raw_cov,EMI01,aligned_backward,1min,900,all,measured,4.44799752586e-12,2,4,1778,196.435883015,65,386.960149143,294.637232846,433.964529842,-888.37,-302.9,65,902.15,1011.22,1252,0.271091113611,0.271091113611,0.271091113611
raw_cov,EMI01,aligned_backward,1min,900,active_components,measured,4.44799752586e-12,2,4,247,-344.55465587,-216,286.141177268,344.55465587,447.877979153,-1068,-930.2,-216,-60,-54.46,1095,0,0,0
raw_cov,EMI01,aligned_backward,1min,900,night_flat,measured,4.44799752586e-12,2,4,1531,283.715218811,192,325.348157822,286.583932071,431.677830313,-43.4,0,192,911.5,1031.2,1252,0.314826910516,0.314826910516,0.314826910516
raw_cov,EMI01,aligned_backward,1min,900,daylight_provisional,measured,4.44799752586e-12,2,4,1442,242.207350902,230.5,416.584223653,363.290568655,481.878424737,-920.67,-327.9,230.5,915,1041.26,1252,0.101248266297,0.101248266297,0.101248266297
raw_cov,EMI02,direct_coincident,,,all,measured,4.6256332098e-12,1.5,3,571,15.3590192644,4,36.7936785729,22.7495621716,39.8707192773,-45.9,-24.5,4,80,187,224,0.119089316988,0.166374781086,0.218914185639
raw_cov,EMI02,direct_coincident,,,active_components,measured,4.6256332098e-12,1.5,3,483,18.2505175983,10,39.3034773002,26.6977225673,43.3341057424,-48,-34.5,10,82,187.36,224,0.00828157349896,0.0496894409938,0.0973084886128
raw_cov,EMI02,direct_coincident,,,night_flat,unresolved,4.6256332098e-12,1.5,3,88,-0.511363636364,0,2.78385898848,1.07954545455,2.83043523797,-13.39,-4,0,1.65,6,16,0.727272727273,0.806818181818,0.886363636364
raw_cov,EMI02,direct_coincident,,,daylight_provisional,measured,4.6256332098e-12,1.5,3,512,17.05859375,7,38.4913302482,25.30078125,42.1019966866,-47.67,-29.45,7,81.45,187,224,0.03515625,0.087890625,0.146484375
raw_cov,EMI02,aligned_backward,1min,60,all,measured,4.6256332098e-12,1.5,3,460,10.5782608696,4,32.0498315335,19.652173913,33.7504267284,-43.82,-25.05,4,65.05,154.79,224,0.0782608695652,0.119565217391,0.2
raw_cov,EMI02,aligned_backward,1min,60,active_components,measured,4.6256332098e-12,1.5,3,389,12.9974293059,6,34.2418060087,22.6375321337,36.6255982518,-45.48,-27.6,6,70,166.72,224,0.0205655526992,0.0514138817481,0.118251928021
raw_cov,EMI02,aligned_backward,1min,60,night_flat,measured,4.6256332098e-12,1.5,3,71,-2.67605633803,0,4.82882964238,3.29577464789,5.52076745022,-17.3,-13.5,0,2,5.2,18,0.394366197183,0.492957746479,0.647887323944
raw_cov,EMI02,aligned_backward,1min,60,daylight_provisional,measured,4.6256332098e-12,1.5,3,435,11.1586206897,4,32.8623060864,20.7540229885,34.7051289727,-44.32,-26.3,4,66,159.54,224,0.032183908046,0.0758620689655,0.16091954023
raw_cov,EMI02,aligned_backward,1min,120,all,measured,4.6256332098e-12,1.5,3,799,9.53441802253,4,31.0539278905,18.5807259074,32.4846358215,-45,-23.1,4,64.1,147.38,224,0.0826032540676,0.130162703379,0.20901126408
raw_cov,EMI02,aligned_backward,1min,120,active_components,measured,4.6256332098e-12,1.5,3,667,11.9535232384,4,33.3965218996,21.6056971514,35.4713178893,-46.36,-27.7,4,70.7,168.04,224,0.0224887556222,0.0584707646177,0.124437781109
raw_cov,EMI02,aligned_backward,1min,120,night_flat,measured,4.6256332098e-12,1.5,3,132,-2.68939393939,-1,4.73723576181,3.29545454545,5.44740694498,-17,-13.45,-1,2,7.07,18,0.386363636364,0.492424242424,0.636363636364
raw_cov,EMI02,aligned_backward,1min,120,daylight_provisional,measured,4.6256332098e-12,1.5,3,753,10.0849933599,4,31.9042508507,19.6839309429,33.4602497512,-45,-25.4,4,66,156.12,224,0.0345285524568,0.0849933598938,0.168658698539
raw_cov,EMI02,aligned_backward,1min,300,all,measured,4.6256332098e-12,1.5,3,1498,11.220293725,3,35.5318291568,19.5994659546,37.2613187434,-43.06,-21,3,77.3,175.27,351,0.0967957276368,0.147530040053,0.236315086782
raw_cov,EMI02,aligned_backward,1min,300,active_components,measured,4.6256332098e-12,1.5,3,1217,14.3237469187,4,38.6978099647,23.4264585045,41.2636670917,-48.36,-23.2,4,83,186.84,351,0.0197206244864,0.0583401807724,0.135579293344
raw_cov,EMI02,aligned_backward,1min,300,night_flat,measured,4.6256332098e-12,1.5,3,281,-2.2206405694,0,4.72455548181,3.02491103203,5.22040889578,-17,-11,0,2,8.2,18,0.430604982206,0.533807829181,0.672597864769
raw_cov,EMI02,aligned_backward,1min,300,daylight_provisional,measured,4.6256332098e-12,1.5,3,1386,12.0836940837,4,36.8023296235,21.13997114,38.7353472739,-45,-22,4,80.75,184.3,351,0.034632034632,0.0894660894661,0.185425685426
raw_cov,EMI02,aligned_backward,1min,900,all,measured,4.6256332098e-12,1.5,3,2987,14.6411114831,4,39.7122866198,22.4676933378,42.3252625985,-56,-21,4,97,173.28,386,0.13223970539,0.178105122196,0.250083696016
raw_cov,EMI02,aligned_backward,1min,900,active_components,measured,4.6256332098e-12,1.5,3,2399,18.4947894956,4,43.4081691333,27.4993747395,47.183963229,-59.02,-25,4,107,182.04,386,0.020008336807,0.0496040016674,0.11504793664
raw_cov,EMI02,aligned_backward,1min,900,night_flat,measured,4.6256332098e-12,1.5,3,588,-1.08163265306,0,3.9876684134,1.9387755102,4.13175853257,-17,-9,0,3.65,8,18,0.590136054422,0.702380952381,0.801020408163
raw_cov,EMI02,aligned_backward,1min,900,daylight_provisional,measured,4.6256332098e-12,1.5,3,2652,16.403092006,4,41.8127879517,25.2183257919,44.9151496007,-59,-23,4,101,178.49,386,0.0444947209653,0.0961538461538,0.177224736048
raw_cov,EMI03,direct_coincident,,,all,measured,4.93471929985e-12,1.5,3,342,-44.4678362573,-26,58.5698250304,45.9941520468,73.5378328855,-231,-159.4,-26,0,20.13,363,0.207602339181,0.216374269006,0.219298245614
raw_cov,EMI03,direct_coincident,,,active_components,measured,4.93471929985e-12,1.5,3,253,-59.628458498,-36,61.2339863748,61.6916996047,85.4701945136,-246.84,-207,-36,-4.6,30.68,363,0.00395256916996,0.00395256916996,0.00395256916996
raw_cov,EMI03,direct_coincident,,,night_flat,measured,4.93471929985e-12,1.5,3,89,-1.37078651685,0,3.51683598373,1.37078651685,3.77454513965,-17.12,-8,0,0,0,18,0.786516853933,0.820224719101,0.831460674157
raw_cov,EMI03,direct_coincident,,,daylight_provisional,measured,4.93471929985e-12,1.5,3,290,-52.4413793103,-32.5,60.2278290427,54.2413793103,79.8591864169,-234.63,-187.75,-32.5,0,24.76,363,0.0655172413793,0.0758620689655,0.0793103448276
raw_cov,EMI03,aligned_backward,1min,60,all,measured,4.93471929985e-12,1.5,3,196,-39.7653061224,-27,79.8077794045,47.306122449,89.1659196358,-218.9,-137.25,-27,0,84.9,793,0.158163265306,0.163265306122,0.173469387755
raw_cov,EMI03,aligned_backward,1min,60,active_components,measured,4.93471929985e-12,1.5,3,151,-50.5629139073,-34,88.013663611,60.3509933775,101.503759758,-290,-144,-34,6.5,102,793,0,0,0
raw_cov,EMI03,aligned_backward,1min,60,night_flat,measured,4.93471929985e-12,1.5,3,45,-3.53333333333,0,6.65532368359,3.53333333333,7.53510303697,-23.12,-18.8,0,0,0,24,0.688888888889,0.711111111111,0.755555555556
raw_cov,EMI03,aligned_backward,1min,60,daylight_provisional,measured,4.93471929985e-12,1.5,3,172,-45.3139534884,-30.5,83.7053611169,53.9069767442,95.1837268679,-256.82,-140.25,-30.5,0,94.02,793,0.0406976744186,0.046511627907,0.0581395348837
raw_cov,EMI03,aligned_backward,1min,120,all,measured,4.93471929985e-12,1.5,3,331,-40.4743202417,-24,73.0514972049,46.3897280967,83.5146205338,-209.8,-141,-24,0,72.5,793,0.178247734139,0.184290030211,0.199395770393
raw_cov,EMI03,aligned_backward,1min,120,active_components,measured,4.93471929985e-12,1.5,3,248,-52.9556451613,-35,80.5478347183,60.8508064516,96.396338272,-294.74,-145,-35,-1.4,103.14,793,0.00403225806452,0.00403225806452,0.00403225806452
raw_cov,EMI03,aligned_backward,1min,120,night_flat,measured,4.93471929985e-12,1.5,3,83,-3.18072289157,0,6.30957310208,3.18072289157,7.06595434767,-22.36,-19,0,0,0,24,0.698795180723,0.722891566265,0.78313253012
raw_cov,EMI03,aligned_backward,1min,120,daylight_provisional,measured,4.93471929985e-12,1.5,3,286,-46.8426573427,-30,76.6672931874,53.6888111888,89.8449129979,-234.7,-143.75,-30,0,88.7,793,0.048951048951,0.0559440559441,0.0734265734266
raw_cov,EMI03,aligned_backward,1min,300,all,measured,4.93471929985e-12,1.5,3,705,-40.6326241135,-22,70.030204726,46.6241134752,80.9644348854,-255.16,-143.8,-22,0,81.96,793,0.195744680851,0.207092198582,0.228368794326
raw_cov,EMI03,aligned_backward,1min,300,active_components,measured,4.93471929985e-12,1.5,3,527,-53.7096774194,-35,76.6511180034,61.724857685,93.5955305539,-266.4,-147,-35,6.7,91.14,793,0.00379506641366,0.00948766603416,0.0170777988615
raw_cov,EMI03,aligned_backward,1min,300,night_flat,measured,4.93471929985e-12,1.5,3,178,-1.91573033708,0,4.86083635649,1.91573033708,5.22472514196,-21.23,-14.15,0,0,0,24,0.76404494382,0.792134831461,0.85393258427
raw_cov,EMI03,aligned_backward,1min,300,daylight_provisional,measured,4.93471929985e-12,1.5,3,594,-48.2255892256,-30,73.8545956461,55.3367003367,88.2054916329,-259.7,-145.35,-30,4,83.77,793,0.0454545454545,0.0589225589226,0.0841750841751
raw_cov,EMI03,aligned_backward,1min,900,all,measured,4.93471929985e-12,1.5,3,1855,-41.6436657682,-19,67.3432670244,48.0490566038,79.1789777159,-226.92,-148.3,-19,2,94,793,0.214016172507,0.229110512129,0.258221024259
raw_cov,EMI03,aligned_backward,1min,900,active_components,measured,4.93471929985e-12,1.5,3,1351,-56.6706143597,-37,73.418879858,65.4655810511,92.7463770264,-246.5,-155,-37,9.5,137.5,793,0.00222057735011,0.0103626943005,0.0236861584012
raw_cov,EMI03,aligned_backward,1min,900,night_flat,measured,4.93471929985e-12,1.5,3,504,-1.3630952381,0,3.85257942128,1.3630952381,4.08661190051,-21,-9,0,0,0,24,0.781746031746,0.815476190476,0.886904761905
raw_cov,EMI03,aligned_backward,1min,900,daylight_provisional,measured,4.93471929985e-12,1.5,3,1521,-50.7882971729,-30,71.1797173188,58.6002629849,87.441427752,-234,-153,-30,7,112.4,793,0.0414201183432,0.0598290598291,0.0953320184089
raw_cov,EMI04,direct_coincident,,,all,measured,4.64694949187e-12,1.5,3,4342,345.24758176,371,214.97941845,346.38530631,406.708793939,-5,35,371,765.95,795.59,846,0.000690925840626,0.00345462920313,0.00783049286043
raw_cov,EMI04,direct_coincident,,,active_components,measured,4.64694949187e-12,1.5,3,4339,345.486056695,371,214.862263081,346.623646001,406.849367048,-5,36,371,766,795.62,846,0.000691403549205,0.00322654989629,0.00714450334178
raw_cov,EMI04,direct_coincident,,,night_flat,unresolved,4.64694949187e-12,1.5,3,3,0.333333333333,1,1.6996731712,1.66666666667,1.73205080757,-1.94,-1.7,1,1.9,1.98,2,0,0.333333333333,1
raw_cov,EMI04,direct_coincident,,,daylight_provisional,measured,4.64694949187e-12,1.5,3,4342,345.24758176,371,214.97941845,346.38530631,406.708793939,-5,35,371,765.95,795.59,846,0.000690925840626,0.00345462920313,0.00783049286043
raw_cov,EMI04,aligned_backward,1min,60,all,measured,4.64694949187e-12,1.5,3,2299,341.581557199,375,232.946063291,342.771639843,413.45111999,-7.02,13,375,772,796,833,0.00173988690735,0.00652457590257,0.0169638973467
raw_cov,EMI04,aligned_backward,1min,60,active_components,measured,4.64694949187e-12,1.5,3,2296,342.025696864,375,232.773709747,343.217334495,413.721134661,-7.05,14.75,375,772,796,833,0.00130662020906,0.00566202090592,0.0161149825784
raw_cov,EMI04,aligned_backward,1min,60,night_flat,unresolved,4.64694949187e-12,1.5,3,3,1.66666666667,1,1.6996731712,1.66666666667,2.38047614285,0.02,0.1,1,3.7,3.94,4,0.333333333333,0.666666666667,0.666666666667
raw_cov,EMI04,aligned_backward,1min,60,daylight_provisional,measured,4.64694949187e-12,1.5,3,2299,341.581557199,375,232.946063291,342.771639843,413.45111999,-7.02,13,375,772,796,833,0.00173988690735,0.00652457590257,0.0169638973467
raw_cov,EMI04,aligned_backward,1min,120,all,measured,4.64694949187e-12,1.5,3,2634,322.966211086,339,242.10814491,324.500759301,403.637866577,-9.67,7,339,770,795.67,833,0.00189825360668,0.0083523158694,0.0205011389522
raw_cov,EMI04,aligned_backward,1min,120,active_components,measured,4.64694949187e-12,1.5,3,2626,323.947448591,341,241.822049366,325.4843869,404.252214599,-9.75,8.25,341,770,795.75,833,0.001523229246,0.00609291698401,0.018278750952
raw_cov,EMI04,aligned_backward,1min,120,night_flat,unresolved,4.64694949187e-12,1.5,3,8,0.875,0.5,1.96452920569,1.625,2.15058131676,-1,-1,0.5,4,4,4,0.125,0.75,0.75
raw_cov,EMI04,aligned_backward,1min,120,daylight_provisional,measured,4.64694949187e-12,1.5,3,2634,322.966211086,339,242.10814491,324.500759301,403.637866577,-9.67,7,339,770,795.67,833,0.00189825360668,0.0083523158694,0.0205011389522
raw_cov,EMI04,aligned_backward,1min,300,all,measured,4.64694949187e-12,1.5,3,3104,289.840850515,257,247.860091181,291.378865979,381.369038371,-10,5,257,766,794,833,0.00257731958763,0.0125644329897,0.0254510309278
raw_cov,EMI04,aligned_backward,1min,300,active_components,measured,4.64694949187e-12,1.5,3,3084,291.714656291,260,247.564271219,293.25616083,382.603592611,-10,6,260,766,794.17,833,0.00162127107652,0.00843060959792,0.0210765239948
raw_cov,EMI04,aligned_backward,1min,300,night_flat,unresolved,4.64694949187e-12,1.5,3,20,0.9,1,2.32163735325,1.9,2.4899799196,-3.81,-3.05,1,4.05,4.81,5,0.15,0.65,0.7
raw_cov,EMI04,aligned_backward,1min,300,daylight_provisional,measured,4.64694949187e-12,1.5,3,3104,289.840850515,257,247.860091181,291.378865979,381.369038371,-10,5,257,766,794,833,0.00257731958763,0.0125644329897,0.0254510309278
raw_cov,EMI04,aligned_backward,1min,900,all,measured,4.64694949187e-12,1.5,3,3964,242.858728557,127,247.234579209,244.961654894,346.56211448,-25.37,3,127,757,793,833,0.00252270433905,0.0123612512614,0.0287588294652
raw_cov,EMI04,aligned_backward,1min,900,active_components,measured,4.64694949187e-12,1.5,3,3913,245.997444416,133,247.29699291,248.117556862,348.813052166,-25.88,5,133,758,793,833,0.00153335037056,0.00792231024789,0.0217224635829
raw_cov,EMI04,aligned_backward,1min,900,night_flat,unresolved,4.64694949187e-12,1.5,3,51,2.03921568627,2,2.6193906215,2.82352941176,3.31957946781,-4,-3,2,5,6,6,0.078431372549,0.352941176471,0.56862745098
raw_cov,EMI04,aligned_backward,1min,900,daylight_provisional,measured,4.64694949187e-12,1.5,3,3964,242.858728557,127,247.234579209,244.961654894,346.56211448,-25.37,3,127,757,793,833,0.00252270433905,0.0123612512614,0.0287588294652
raw_cov,ALL,aligned_backward,1min,60,all,measured,,,,3100,261.292258065,217,258.709536474,272.968387097,367.701330412,-133.01,-27,217,766,798,1090,0.0364516129032,0.0464516129032,0.0667741935484
raw_cov,ALL,aligned_backward,1min,60,active_components,measured,,,,2860,271.570629371,248,255.487469574,283.904195804,372.859831366,-135.23,-29,248,765,794,833,0.00384615384615,0.0115384615385,0.029020979021
raw_cov,ALL,aligned_backward,1min,60,night_flat,unresolved,,,,240,138.808333333,0,265.353798284,142.65,299.466845689,-23.22,-14,0,831.25,971.32,1090,0.425,0.4625,0.516666666667
raw_cov,ALL,aligned_backward,1min,60,daylight_provisional,measured,,,,3025,267.76661157,233,258.568107451,279.732231405,372.231681165,-133.76,-28,233,766,798,1090,0.0135537190083,0.0238016528926,0.0446280991736
raw_cov,ALL,aligned_backward,1min,120,all,measured,,,,4032,221.963293651,110,263.140924172,237.859126984,344.2540482,-147,-35,110,762,799.69,1122,0.0515873015873,0.0657242063492,0.0905257936508
raw_cov,ALL,aligned_backward,1min,120,active_components,measured,,,,3583,232.6862964,138,260.870955508,250.079542283,349.566256895,-172,-38,138,759,793,833,0.00558191459671,0.0156293608708,0.0368406363383
raw_cov,ALL,aligned_backward,1min,120,night_flat,unresolved,,,,449,136.394209354,0,265.510078598,140.340757238,298.494526219,-28.16,-13.6,0,854.2,972.16,1122,0.418708240535,0.465478841871,0.518930957684
raw_cov,ALL,aligned_backward,1min,120,daylight_provisional,measured,,,,3894,229.823317925,128,264.370932293,246.282485876,350.3009382,-157.84,-36,128,764,800.07,1122,0.0195172059579,0.0341551104263,0.0598356445814
raw_cov,ALL,aligned_backward,1min,300,all,measured,,,,5941,169.053694664,41,258.042834961,192.219155024,308.488664871,-195.8,-60,41,748,830,1252,0.0789429388992,0.0982999495035,0.129944453796
raw_cov,ALL,aligned_backward,1min,300,active_components,measured,,,,4922,174.74095896,54,256.159187226,201.979073547,310.083749878,-223.95,-72,54,742,791,950,0.00629825274279,0.0207232832182,0.0485574969525
raw_cov,ALL,aligned_backward,1min,300,night_flat,unresolved,,,,1019,141.582924436,0,265.242655105,145.076545633,300.664914114,-30.82,-10,0,847.2,971.82,1252,0.429833169774,0.473012757605,0.523061825319
raw_cov,ALL,aligned_backward,1min,300,daylight_provisional,measured,,,,5605,179.177163247,52,262.231919293,203.731311329,317.600433447,-203,-63,52,751.8,832,1252,0.0264049955397,0.0469223907226,0.0804638715433
raw_cov,ALL,aligned_backward,1min,900,all,measured,,,,10584,120.789777022,16,252.256977497,156.002928949,279.685096008,-283.34,-114,16,728,892,1252,0.121315192744,0.140589569161,0.172146636432
raw_cov,ALL,aligned_backward,1min,900,active_components,measured,,,,7910,106.86346397,24,239.118488722,153.021997472,261.911152073,-325.73,-134,24,675.1,782.91,1095,0.00720606826802,0.0207332490518,0.0496839443742
raw_cov,ALL,aligned_backward,1min,900,night_flat,unresolved,,,,2674,161.985415108,0,283.655048252,164.820867614,326.648834541,-32,-9,0,871,978,1252,0.458863126402,0.495138369484,0.534405385191
raw_cov,ALL,aligned_backward,1min,900,daylight_provisional,measured,,,,9579,133.438459129,26,261.963424216,172.346069527,293.990914829,-302.22,-121,26,742,899,1252,0.0351811253784,0.0564777116609,0.091345651947
raw_cov,ALL,direct_coincident,,,all,measured,,,,5527,278.073638502,264,246.200961657,289.796091912,371.402560506,-145.22,-23.7,264,759,798,1090,0.0419757553827,0.0495748145468,0.0586213135517
raw_cov,ALL,direct_coincident,,,active_components,measured,,,,5117,289.360171976,291,241.551726358,301.864373656,376.930425453,-147,-26.2,291,758,793.84,846,0.0015634160641,0.00762165331249,0.015438733633
raw_cov,ALL,direct_coincident,,,night_flat,unresolved,,,,410,137.212195122,0,259.778454105,139.17804878,293.789093922,-21,-5,0,830.45,964,1090,0.546341463415,0.573170731707,0.59756097561
raw_cov,ALL,direct_coincident,,,daylight_provisional,measured,,,,5362,286.62383439,285,245.012881039,298.707012309,377.073645745,-147,-25,285,761,798,1090,0.0141738157404,0.0220067139127,0.0313315926893
